age,workclass,educational-num,marital-status,occupation,gender,capital-gain,capital-loss,hours-per-week,native-country,income
18,Self-emp-not-inc,8,Never-married,Farming-fishing,Male,0,0,50,Canada&USA,<=50K
41,Self-emp-not-inc,12,Married,Craft-repair,Male,0,0,60,Canada&USA,>50K
33,Private,13,Never-married,Sales,Male,0,0,40,Canada&USA,<=50K
51,Private,9,Married,Machine-op-inspct,Male,0,0,50,Canada&USA,<=50K
33,Local-gov,14,Never-married,Prof-specialty,Female,0,0,45,Canada&USA,<=50K
25,Private,13,Never-married,Adm-clerical,Female,0,0,32,Canada&USA,<=50K
55,Self-emp-not-inc,9,Married,Craft-repair,Male,0,0,55,Canada&USA,<=50K
29,Private,7,Divorced,Other-service,Female,0,0,70,Canada&USA,<=50K
41,Private,13,Married,Exec-managerial,Male,0,0,50,Canada&USA,>50K
29,Local-gov,14,Never-married,Prof-specialty,Female,0,0,50,Canada&USA,<=50K
39,Self-emp-not-inc,10,Married,Craft-repair,Male,0,0,50,Canada&USA,>50K
35,Private,10,Married,Sales,Male,7298,0,48,Canada&USA,>50K
20,Private,10,Never-married,Handlers-cleaners,Female,0,0,40,Canada&USA,<=50K
41,Private,11,Divorced,Tech-support,Female,0,0,40,Canada&USA,<=50K
26,Self-emp-inc,13,Never-married,Exec-managerial,Male,0,0,80,Canada&USA,<=50K
44,Private,9,Divorced,Craft-repair,Male,0,0,45,Canada&USA,<=50K
32,Private,9,Married,Craft-repair,Male,0,0,55,Canada&USA,<=50K
35,Private,9,Divorced,Prof-specialty,Male,0,0,40,Canada&USA,<=50K
59,State-gov,4,Married,Craft-repair,Male,5013,0,38,Canada&USA,<=50K
61,State-gov,10,Divorced,Craft-repair,Male,0,0,40,Europe,<=50K
20,Private,9,Never-married,Machine-op-inspct,Male,0,0,43,Canada&USA,<=50K
58,Private,8,Divorced,Transport-moving,Male,0,0,45,Canada&USA,>50K
48,Self-emp-not-inc,7,Married,Craft-repair,Male,0,0,55,Canada&USA,<=50K
26,Private,13,Never-married,Adm-clerical,Female,0,0,40,Canada&USA,<=50K
28,State-gov,10,Married,Other-service,Male,0,0,40,Canada&USA,<=50K
48,Private,13,Married,Craft-repair,Male,99999,0,40,Canada&USA,>50K
45,Private,9,Married,Prof-specialty,Male,0,0,45,Canada&USA,>50K
18,Private,9,Never-married,Handlers-cleaners,Male,1055,0,40,Canada&USA,<=50K
23,Private,9,Never-married,Craft-repair,Male,0,0,40,Canada&USA,<=50K
31,Private,10,Never-married,Exec-managerial,Female,0,0,40,Canada&USA,>50K
35,Private,12,Divorced,Adm-clerical,Female,0,0,32,Canada&USA,<=50K
22,Self-emp-not-inc,9,Never-married,Handlers-cleaners,Male,0,0,40,Canada&USA,<=50K
32,Self-emp-not-inc,9,Never-married,Craft-repair,Male,0,0,60,Canada&USA,<=50K
69,Private,9,Widowed,Adm-clerical,Female,0,0,20,Canada&USA,<=50K
39,Private,10,Married,Exec-managerial,Female,0,0,43,Canada&USA,>50K
22,Private,13,Never-married,Adm-clerical,Female,4416,0,40,Canada&USA,<=50K
52,Private,14,Married,Exec-managerial,Male,0,0,36,Canada&USA,<=50K
44,Private,14,Married,Exec-managerial,Male,0,0,48,Canada&USA,<=50K
22,Private,12,Never-married,Other-service,Female,0,0,40,Canada&USA,<=50K
49,Private,12,Married,Sales,Male,0,0,45,Canada&USA,>50K
51,Private,9,Married,Sales,Male,0,0,50,Canada&USA,>50K
27,Private,14,Never-married,Prof-specialty,Male,0,0,20,Asia,<=50K
34,Private,13,Married,Sales,Male,0,1887,40,Canada&USA,>50K
20,Private,10,Never-married,Adm-clerical,Female,0,0,12,Canada&USA,<=50K
22,Private,13,Never-married,Tech-support,Male,0,2339,40,Asia,<=50K
68,Private,7,Widowed,Machine-op-inspct,Female,0,1870,35,Canada&USA,<=50K
31,Private,9,Married,Transport-moving,Male,0,0,73,Canada&USA,<=50K
22,Private,9,Never-married,Other-service,Male,0,0,30,Canada&USA,<=50K
28,Private,9,Never-married,Adm-clerical,Female,0,0,40,Canada&USA,<=50K
46,Private,10,Married,Sales,Male,0,1977,60,Canada&USA,>50K
49,Private,9,Married,Exec-managerial,Male,0,0,40,Canada&USA,<=50K
40,Private,14,Married,Prof-specialty,Male,0,0,55,Canada&USA,<=50K
54,Local-gov,9,Married,Craft-repair,Male,0,0,40,Europe,<=50K
24,Private,5,Never-married,Craft-repair,Male,0,0,58,Center & South America,<=50K
27,Private,12,Never-married,Exec-managerial,Female,0,0,40,Canada&USA,<=50K
33,Private,9,Married,Machine-op-inspct,Male,0,0,40,Canada&USA,<=50K
19,Private,10,Never-married,Other-service,Male,0,0,42,Canada&USA,<=50K
27,Private,9,Married,Sales,Male,4386,0,40,Canada&USA,>50K
39,Private,9,Divorced,Craft-repair,Male,0,0,50,Center & South America,<=50K
29,Private,8,Married,Other-service,Male,0,0,50,Asia,<=50K
44,Self-emp-not-inc,3,Married,Farming-fishing,Male,0,0,84,Canada&USA,>50K
51,State-gov,16,Married,Prof-specialty,Male,0,0,70,Canada&USA,>50K
37,Private,13,Married,Sales,Male,0,0,55,Canada&USA,>50K
56,Private,9,Married,Sales,Male,0,0,40,Canada&USA,>50K
19,Private,7,Never-married,Adm-clerical,Female,0,0,15,Canada&USA,<=50K
37,Private,13,Never-married,Machine-op-inspct,Male,0,0,40,Canada&USA,<=50K
18,Private,10,Never-married,Sales,Female,0,0,15,Canada&USA,<=50K
28,Private,4,Married,Craft-repair,Male,3464,0,35,Canada&USA,<=50K
40,Self-emp-inc,13,Married,Prof-specialty,Male,3103,0,60,Canada&USA,>50K
50,Self-emp-not-inc,14,Married,Prof-specialty,Male,0,0,40,Canada&USA,<=50K
31,Private,9,Never-married,Handlers-cleaners,Male,0,0,60,Canada&USA,<=50K
57,Self-emp-not-inc,7,Divorced,Other-service,Male,4650,0,50,Canada&USA,<=50K
40,Private,13,Married,Sales,Male,0,0,50,Canada&USA,>50K
44,Private,13,Never-married,Prof-specialty,Male,27828,0,40,Canada&USA,>50K
40,Private,10,Married,Prof-specialty,Male,0,0,60,Canada&USA,<=50K
42,State-gov,10,Never-married,Exec-managerial,Female,0,0,45,Canada&USA,<=50K
41,Federal-gov,10,Married,Craft-repair,Male,0,0,35,Canada&USA,<=50K
23,Private,10,Married,Other-service,Male,0,0,45,Canada&USA,<=50K
41,Self-emp-not-inc,9,Married,Farming-fishing,Male,0,0,99,Canada&USA,<=50K
41,Self-emp-not-inc,10,Never-married,Sales,Male,0,0,40,Canada&USA,<=50K
29,Self-emp-not-inc,11,Never-married,Farming-fishing,Male,0,0,75,Canada&USA,<=50K
33,Private,13,Never-married,Adm-clerical,Female,0,0,40,Canada&USA,<=50K
43,Private,9,Divorced,Sales,Female,0,0,46,Canada&USA,<=50K
18,Private,10,Never-married,Sales,Female,0,0,10,Canada&USA,<=50K
67,Self-emp-not-inc,10,Widowed,Other-service,Female,2346,0,33,Canada&USA,<=50K
21,Private,9,Never-married,Other-service,Male,0,0,40,Canada&USA,<=50K
36,Private,8,Married,Machine-op-inspct,Male,0,0,48,Canada&USA,<=50K
24,Private,7,Never-married,Sales,Female,0,0,30,Canada&USA,<=50K
44,Local-gov,9,Married,Craft-repair,Male,0,0,40,Canada&USA,<=50K
22,Federal-gov,10,Never-married,Transport-moving,Male,0,0,4,Canada&USA,<=50K
60,Private,4,Married,Transport-moving,Male,0,0,15,Canada&USA,<=50K
31,Self-emp-not-inc,10,Married,Prof-specialty,Male,0,0,50,Canada&USA,>50K
74,Private,8,Married,Handlers-cleaners,Male,0,0,11,Canada&USA,<=50K
30,Private,13,Never-married,Exec-managerial,Male,0,0,40,Canada&USA,<=50K
29,Private,7,Never-married,Transport-moving,Male,0,0,40,Canada&USA,<=50K
47,Private,10,Married,Exec-managerial,Female,0,0,50,Canada&USA,>50K
71,Private,11,Widowed,Adm-clerical,Female,0,0,20,Canada&USA,<=50K
33,Private,6,Married,Other-service,Male,0,0,80,Center & South America,<=50K
56,Private,9,Widowed,Machine-op-inspct,Female,0,0,30,Canada&USA,<=50K
24,Self-emp-not-inc,7,Never-married,Other-service,Female,0,0,40,Canada&USA,<=50K
37,Private,13,Married,Sales,Male,0,0,40,Canada&USA,>50K
52,Private,13,Married,Machine-op-inspct,Male,0,0,40,Asia,<=50K
56,Private,9,Married,Adm-clerical,Male,0,0,48,Canada&USA,<=50K
52,Private,13,Divorced,Craft-repair,Male,0,0,40,Canada&USA,<=50K
56,State-gov,16,Married,Transport-moving,Male,0,0,56,Canada&USA,<=50K
54,Private,13,Married,Tech-support,Male,0,0,40,Canada&USA,<=50K
43,Self-emp-not-inc,13,Married,Exec-managerial,Male,0,0,60,Canada&USA,<=50K
68,Private,9,Widowed,Craft-repair,Female,3273,0,42,Canada&USA,<=50K
38,Private,13,Married,Adm-clerical,Female,0,0,40,Canada&USA,<=50K
44,Local-gov,14,Married,Prof-specialty,Male,0,0,40,Canada&USA,>50K
23,Private,13,Never-married,Protective-serv,Male,0,0,50,Canada&USA,<=50K
69,Private,9,Widowed,Adm-clerical,Female,0,0,40,Canada&USA,<=50K
52,Private,9,Married,Sales,Male,0,1902,60,Canada&USA,>50K
24,Private,12,Married,Other-service,Male,0,0,40,Canada&USA,<=50K
45,Private,13,Married,Prof-specialty,Male,0,0,40,Canada&USA,>50K
43,Private,5,Married,Adm-clerical,Male,0,0,84,Canada&USA,<=50K
59,State-gov,13,Married,Exec-managerial,Male,0,1977,40,Canada&USA,>50K
35,Private,12,Married,Exec-managerial,Male,0,0,50,Canada&USA,>50K
43,Private,13,Married,Prof-specialty,Male,0,0,20,Canada&USA,>50K
47,Private,7,Married,Farming-fishing,Male,0,0,40,Canada&USA,<=50K
48,Private,9,Married,Handlers-cleaners,Male,0,0,40,Canada&USA,<=50K
23,State-gov,10,Never-married,Protective-serv,Male,0,0,15,Canada&USA,<=50K
51,Private,9,Married,Craft-repair,Male,0,0,40,Canada&USA,>50K
44,Private,9,Married,Craft-repair,Male,0,0,40,Canada&USA,<=50K
24,Private,13,Never-married,Adm-clerical,Female,0,0,40,Canada&USA,<=50K
39,Self-emp-inc,14,Divorced,Exec-managerial,Male,0,0,70,Canada&USA,>50K
19,Private,10,Never-married,Handlers-cleaners,Male,0,0,20,Canada&USA,<=50K
21,Private,10,Never-married,Other-service,Female,0,0,25,Canada&USA,<=50K
49,Private,9,Married,Exec-managerial,Male,0,0,48,Canada&USA,>50K
22,Private,10,Never-married,Other-service,Male,0,0,36,Canada&USA,<=50K
59,Private,9,Widowed,Machine-op-inspct,Female,0,0,40,Canada&USA,<=50K
51,Private,9,Married,Craft-repair,Male,7688,0,50,Canada&USA,>50K
38,Local-gov,13,Divorced,Prof-specialty,Female,0,0,38,Canada&USA,<=50K
45,Private,9,Married,Craft-repair,Male,0,0,50,Canada&USA,>50K
56,Self-emp-inc,10,Married,Farming-fishing,Male,0,0,60,Canada&USA,<=50K
27,Local-gov,9,Married,Protective-serv,Male,0,0,40,Canada&USA,>50K
21,Private,10,Never-married,Exec-managerial,Female,0,0,38,Canada&USA,<=50K
55,Self-emp-not-inc,14,Divorced,Exec-managerial,Male,0,0,45,Canada&USA,<=50K
31,Private,10,Divorced,Adm-clerical,Female,0,0,20,Canada&USA,<=50K
57,Self-emp-not-inc,5,Married,Farming-fishing,Male,0,0,45,Center & South America,<=50K
26,Private,14,Never-married,Prof-specialty,Male,0,0,40,Canada&USA,<=50K
51,Private,9,Married,Transport-moving,Male,5013,0,40,Canada&USA,<=50K
35,Private,9,Never-married,Other-service,Male,0,0,40,Canada&USA,<=50K
46,Private,13,Married,Adm-clerical,Male,0,0,40,Asia,>50K
38,Local-gov,13,Married,Protective-serv,Male,0,1628,48,Canada&USA,<=50K
24,Private,4,Never-married,Handlers-cleaners,Male,0,0,24,Center & South America,<=50K
38,State-gov,14,Divorced,Exec-managerial,Female,0,0,50,Canada&USA,>50K
49,Private,9,Divorced,Priv-house-serv,Female,0,0,16,Europe,<=50K
51,Private,10,Never-married,Transport-moving,Male,0,0,30,Canada&USA,<=50K
72,Private,9,Widowed,Adm-clerical,Female,2329,0,20,Canada&USA,<=50K
60,Private,4,Married,Transport-moving,Male,0,0,50,Canada&USA,>50K
45,Private,11,Married,Craft-repair,Male,0,0,40,Canada&USA,<=50K
21,Private,6,Married,Farming-fishing,Male,0,0,30,Canada&USA,<=50K
49,Private,10,Married,Craft-repair,Male,0,1887,40,Canada&USA,>50K
46,Private,13,Never-married,Exec-managerial,Female,0,0,40,Canada&USA,<=50K
62,Federal-gov,10,Married,Adm-clerical,Male,0,0,40,Canada&USA,<=50K
51,Private,13,Married,Exec-managerial,Male,0,0,50,Canada&USA,>50K
50,Private,10,Married,Craft-repair,Male,0,0,50,Canada&USA,>50K
18,Private,9,Never-married,Other-service,Male,0,0,20,Canada&USA,<=50K
71,Private,13,Divorced,Sales,Female,0,1911,38,Canada&USA,>50K
30,Private,9,Never-married,Handlers-cleaners,Male,0,0,22,Canada&USA,<=50K
51,Private,6,Widowed,Sales,Female,0,0,40,Canada&USA,<=50K
36,Private,11,Never-married,Tech-support,Male,0,0,40,Canada&USA,>50K
41,State-gov,9,Divorced,Adm-clerical,Female,0,0,45,Canada&USA,<=50K
38,State-gov,10,Divorced,Tech-support,Female,0,0,10,Canada&USA,<=50K
49,Private,13,Married,Exec-managerial,Male,0,0,75,Canada&USA,>50K
42,State-gov,13,Divorced,Prof-specialty,Female,0,0,40,Canada&USA,<=50K
53,Private,10,Married,Sales,Male,0,0,45,Canada&USA,>50K
21,Private,10,Never-married,Adm-clerical,Male,0,0,10,Canada&USA,<=50K
19,Private,9,Never-married,Prof-specialty,Female,4416,0,40,Canada&USA,<=50K
43,State-gov,13,Divorced,Prof-specialty,Female,0,0,40,Canada&USA,<=50K
47,Self-emp-not-inc,14,Married,Sales,Male,7688,0,45,Canada&USA,>50K
30,Private,9,Separated,Protective-serv,Male,0,0,40,Canada&USA,>50K
63,Self-emp-not-inc,15,Married,Prof-specialty,Male,15024,0,50,Canada&USA,>50K
53,Local-gov,9,Divorced,Adm-clerical,Female,0,0,35,Canada&USA,<=50K
23,Private,10,Married,Sales,Male,0,0,40,Canada&USA,<=50K
28,Private,9,Divorced,Adm-clerical,Female,0,0,40,Canada&USA,<=50K
61,Private,15,Married,Prof-specialty,Male,0,1902,45,Center & South America,>50K
60,Local-gov,11,Widowed,Adm-clerical,Female,0,0,40,Canada&USA,<=50K
32,Private,13,Married,Tech-support,Male,0,0,40,Canada&USA,<=50K
47,Private,9,Married,Craft-repair,Male,0,0,56,Canada&USA,>50K
36,Private,11,Married,Adm-clerical,Female,0,0,40,Canada&USA,<=50K
24,Private,9,Never-married,Handlers-cleaners,Male,0,0,40,Canada&USA,<=50K
46,Private,13,Married,Exec-managerial,Male,3818,0,44,Canada&USA,<=50K
59,Private,6,Married,Transport-moving,Male,0,0,40,Canada&USA,<=50K
30,Private,7,Married,Transport-moving,Male,0,0,40,Canada&USA,<=50K
30,Private,13,Never-married,Prof-specialty,Male,0,0,60,Canada&USA,<=50K
38,Private,9,Married,Handlers-cleaners,Male,3411,0,40,Canada&USA,<=50K
57,Private,9,Widowed,Sales,Female,0,0,30,Canada&USA,<=50K
64,Self-emp-inc,15,Married,Prof-specialty,Male,99999,0,60,Canada&USA,>50K
48,Private,14,Never-married,Prof-specialty,Male,0,0,60,Canada&USA,<=50K
28,Private,13,Married,Exec-managerial,Male,0,0,42,Canada&USA,>50K
46,Self-emp-inc,9,Married,Sales,Male,0,1887,45,Canada&USA,>50K
55,Self-emp-inc,9,Divorced,Exec-managerial,Male,0,2444,60,Canada&USA,>50K
44,Private,12,Divorced,Exec-managerial,Female,0,1980,40,Canada&USA,<=50K
50,Private,11,Married,Protective-serv,Male,0,0,40,Canada&USA,<=50K
58,Private,9,Widowed,Exec-managerial,Male,0,0,55,Canada&USA,>50K
27,Federal-gov,11,Never-married,Tech-support,Male,1151,0,40,Canada&USA,<=50K
52,Private,14,Divorced,Prof-specialty,Female,0,0,40,Canada&USA,<=50K
30,Private,10,Married,Sales,Male,0,0,40,Canada&USA,<=50K
49,Private,6,Married,Transport-moving,Male,0,0,99,Canada&USA,>50K
32,Self-emp-not-inc,9,Married,Exec-managerial,Male,0,0,40,Canada&USA,<=50K
44,Self-emp-inc,13,Married,Sales,Male,0,0,60,Europe,>50K
63,Private,3,Married,Machine-op-inspct,Male,0,0,32,Center & South America,<=50K
60,Private,13,Married,Prof-specialty,Male,7688,0,40,Canada&USA,>50K
55,Private,10,Married,Tech-support,Male,0,0,40,Canada&USA,<=50K
77,Self-emp-not-inc,8,Divorced,Transport-moving,Male,0,0,12,Canada&USA,<=50K
55,Private,14,Married,Exec-managerial,Male,0,0,55,Canada&USA,>50K
51,Private,9,Never-married,Craft-repair,Male,0,0,35,Canada&USA,<=50K
35,Private,10,Married,Exec-managerial,Male,0,0,40,Canada&USA,<=50K
33,Private,13,Divorced,Sales,Male,0,0,40,Canada&USA,<=50K
34,Private,13,Married,Sales,Male,0,0,47,Canada&USA,>50K
52,State-gov,13,Married,Protective-serv,Male,0,0,48,Canada&USA,>50K
50,Private,9,Divorced,Adm-clerical,Female,0,0,40,Canada&USA,<=50K
48,Local-gov,16,Married,Prof-specialty,Male,15024,0,45,Canada&USA,>50K
24,Private,13,Never-married,Tech-support,Male,0,0,40,Canada&USA,<=50K
44,Private,12,Married,Other-service,Male,0,0,40,Canada&USA,<=50K
40,Private,9,Divorced,Priv-house-serv,Female,0,0,32,Canada&USA,<=50K
61,Local-gov,10,Divorced,Craft-repair,Male,0,0,40,Canada&USA,<=50K
60,Private,9,Married,Farming-fishing,Male,0,0,40,Canada&USA,<=50K
47,Private,10,Divorced,Craft-repair,Male,0,0,40,Canada&USA,>50K
30,Federal-gov,10,Married,Armed-Forces,Male,0,0,48,Canada&USA,>50K
44,Private,9,Married,Other-service,Female,0,0,38,Canada&USA,>50K
60,Private,6,Married,Craft-repair,Male,0,0,50,Canada&USA,<=50K
44,Private,9,Divorced,Handlers-cleaners,Female,0,0,40,Canada&USA,<=50K
33,Private,13,Separated,Tech-support,Female,5455,0,40,Canada&USA,<=50K
38,Private,9,Separated,Priv-house-serv,Female,0,0,40,Canada&USA,<=50K
42,Private,13,Married,Exec-managerial,Female,0,1485,17,Canada&USA,>50K
45,Self-emp-inc,13,Married,Exec-managerial,Male,0,0,45,Canada&USA,>50K
40,Private,14,Married,Exec-managerial,Male,0,0,50,Canada&USA,>50K
40,Private,10,Married,Exec-managerial,Male,0,0,40,Canada&USA,>50K
60,Private,13,Married,Exec-managerial,Male,7298,0,40,Canada&USA,>50K
40,Self-emp-not-inc,9,Divorced,Other-service,Female,0,0,40,Canada&USA,<=50K
45,Private,13,Never-married,Prof-specialty,Female,0,0,40,Canada&USA,<=50K
51,Self-emp-not-inc,14,Never-married,Exec-managerial,Male,10520,0,20,Canada&USA,>50K
31,Federal-gov,9,Never-married,Adm-clerical,Male,0,0,35,Canada&USA,<=50K
19,Private,7,Never-married,Machine-op-inspct,Male,0,0,40,Canada&USA,<=50K
24,Local-gov,13,Never-married,Prof-specialty,Male,0,0,40,Canada&USA,<=50K
51,Private,5,Never-married,Other-service,Female,0,0,40,Canada&USA,<=50K
28,Self-emp-not-inc,13,Married,Farming-fishing,Male,0,0,50,Canada&USA,<=50K
31,Private,12,Never-married,Adm-clerical,Female,0,0,40,Canada&USA,<=50K
19,Private,9,Never-married,Transport-moving,Male,0,0,46,Canada&USA,<=50K
39,State-gov,14,Married,Prof-specialty,Male,5013,0,56,Canada&USA,<=50K
27,Private,13,Married,Prof-specialty,Female,0,0,40,Canada&USA,<=50K
39,Private,9,Married,Adm-clerical,Female,0,0,40,Canada&USA,>50K
45,Private,14,Divorced,Adm-clerical,Female,0,0,40,Canada&USA,<=50K
21,Private,11,Never-married,Exec-managerial,Male,0,0,40,Center & South America,<=50K
67,Private,6,Married,Protective-serv,Male,0,0,16,Canada&USA,<=50K
28,Private,5,Married,Craft-repair,Male,0,0,40,Canada&USA,<=50K
28,Private,9,Never-married,Other-service,Female,0,0,46,Canada&USA,<=50K
48,Private,10,Married,Craft-repair,Male,0,0,40,Canada&USA,>50K
24,State-gov,13,Never-married,Prof-specialty,Male,0,0,20,Canada&USA,<=50K
23,Private,9,Separated,Adm-clerical,Female,0,0,40,Canada&USA,<=50K
17,Private,6,Never-married,Other-service,Female,0,0,20,Canada&USA,<=50K
21,Private,9,Never-married,Adm-clerical,Female,0,0,40,Canada&USA,<=50K
30,Private,9,Married,Adm-clerical,Male,0,0,40,Canada&USA,<=50K
53,Private,9,Married,Sales,Female,0,0,40,Canada&USA,<=50K
40,Private,13,Married,Prof-specialty,Male,0,0,60,Canada&USA,>50K
39,Private,7,Divorced,Other-service,Female,0,0,40,Canada&USA,<=50K
38,Private,11,Married,Craft-repair,Male,0,0,43,Canada&USA,<=50K
33,Private,12,Married,Craft-repair,Male,0,0,45,Canada&USA,<=50K
36,Private,13,Divorced,Exec-managerial,Female,0,0,40,Canada&USA,<=50K
53,Private,13,Widowed,Adm-clerical,Female,0,0,52,Canada&USA,<=50K
32,Private,9,Never-married,Exec-managerial,Female,0,0,50,Canada&USA,<=50K
52,Local-gov,10,Widowed,Tech-support,Female,0,0,40,Canada&USA,<=50K
31,Private,7,Separated,Other-service,Male,0,0,38,Center & South America,<=50K
35,Private,8,Divorced,Protective-serv,Male,0,0,40,Canada&USA,<=50K
49,Self-emp-not-inc,9,Divorced,Machine-op-inspct,Female,0,0,40,Canada&USA,<=50K
28,Private,12,Never-married,Adm-clerical,Male,0,0,40,Canada&USA,<=50K
75,Self-emp-inc,9,Married,Exec-managerial,Male,0,0,40,Canada&USA,>50K
43,Private,12,Divorced,Exec-managerial,Male,0,0,40,Canada&USA,<=50K
22,Self-emp-inc,9,Never-married,Adm-clerical,Female,0,0,40,Canada&USA,<=50K
43,Federal-gov,9,Divorced,Adm-clerical,Female,0,0,40,Canada&USA,<=50K
40,Local-gov,13,Married,Exec-managerial,Male,0,0,60,Canada&USA,>50K
29,Private,10,Never-married,Transport-moving,Male,0,0,40,Canada&USA,<=50K
21,Private,7,Married,Craft-repair,Male,0,0,60,Canada&USA,<=50K
44,Private,11,Never-married,Prof-specialty,Male,0,0,40,Canada&USA,<=50K
33,Local-gov,10,Married,Adm-clerical,Male,3103,0,45,Canada&USA,>50K
38,Private,13,Never-married,Sales,Male,0,0,48,Canada&USA,>50K
29,Private,9,Never-married,Other-service,Female,0,0,32,Canada&USA,<=50K
34,Private,9,Married,Craft-repair,Male,0,0,55,Canada&USA,>50K
27,Self-emp-inc,8,Married,Adm-clerical,Male,0,0,40,Canada&USA,>50K
20,Private,9,Never-married,Craft-repair,Male,0,0,40,Canada&USA,<=50K
35,State-gov,14,Never-married,Adm-clerical,Male,0,0,40,Canada&USA,<=50K
59,State-gov,10,Married,Exec-managerial,Male,0,0,40,Canada&USA,>50K
19,Self-emp-not-inc,10,Never-married,Farming-fishing,Female,0,0,32,Canada&USA,<=50K
27,Private,6,Divorced,Machine-op-inspct,Female,0,0,40,Canada&USA,<=50K
41,Private,13,Married,Exec-managerial,Male,0,1887,50,Canada&USA,>50K
35,Self-emp-inc,12,Never-married,Farming-fishing,Male,0,0,50,Canada&USA,<=50K
26,Private,9,Married,Other-service,Female,0,0,30,Canada&USA,<=50K
32,Private,13,Married,Exec-managerial,Male,0,0,55,Canada&USA,>50K
23,Private,11,Never-married,Adm-clerical,Male,0,0,50,Canada&USA,<=50K
21,Private,9,Never-married,Other-service,Female,0,0,30,Canada&USA,<=50K
58,Private,9,Married,Exec-managerial,Male,0,0,24,Center & South America,<=50K
58,Private,9,Widowed,Priv-house-serv,Female,0,0,28,Canada&USA,<=50K
19,Self-emp-not-inc,9,Never-married,Sales,Male,0,0,20,Canada&USA,<=50K
29,Private,10,Divorced,Handlers-cleaners,Female,0,0,36,Canada&USA,<=50K
25,Federal-gov,12,Divorced,Adm-clerical,Female,0,0,40,Canada&USA,<=50K
29,Private,12,Never-married,Prof-specialty,Male,0,0,40,Center & South America,<=50K
18,Private,7,Never-married,Sales,Female,0,0,12,Canada&USA,<=50K
23,Private,10,Never-married,Other-service,Male,0,0,35,Canada&USA,<=50K
52,Private,10,Married,Sales,Female,0,0,40,Canada&USA,<=50K
23,State-gov,13,Never-married,Adm-clerical,Female,0,0,12,Canada&USA,<=50K
18,Private,9,Never-married,Sales,Female,0,0,20,Canada&USA,<=50K
39,Private,13,Married,Craft-repair,Male,15024,0,55,Canada&USA,>50K
34,Self-emp-not-inc,5,Married,Craft-repair,Male,0,0,40,Center & South America,<=50K
39,Private,10,Divorced,Sales,Female,0,0,40,Canada&USA,<=50K
30,Private,11,Married,Machine-op-inspct,Male,0,0,40,Canada&USA,<=50K
50,Private,10,Divorced,Adm-clerical,Female,3418,0,38,Canada&USA,<=50K
32,Private,9,Never-married,Adm-clerical,Male,0,0,40,Canada&USA,<=50K
29,Private,6,Never-married,Other-service,Female,0,0,38,Center & South America,<=50K
29,Private,9,Divorced,Other-service,Female,0,0,30,Canada&USA,<=50K
31,Self-emp-not-inc,9,Divorced,Other-service,Female,0,0,40,Canada&USA,<=50K
25,Private,3,Married,Handlers-cleaners,Male,0,0,40,Center & South America,<=50K
30,State-gov,10,Never-married,Prof-specialty,Female,0,0,40,Canada&USA,<=50K
56,Local-gov,6,Widowed,Other-service,Female,0,0,25,Canada&USA,<=50K
42,Private,10,Married,Craft-repair,Male,0,1887,40,Canada&USA,>50K
52,Private,10,Divorced,Other-service,Female,0,0,50,Canada&USA,<=50K
37,Private,14,Married,Exec-managerial,Male,0,0,55,Canada&USA,>50K
27,Private,10,Never-married,Other-service,Male,0,1721,20,Canada&USA,<=50K
19,Private,9,Never-married,Other-service,Female,0,0,24,Canada&USA,<=50K
37,State-gov,9,Married,Protective-serv,Male,0,0,40,Canada&USA,<=50K
46,Private,9,Married,Craft-repair,Male,0,0,50,Canada&USA,>50K
33,Private,9,Never-married,Other-service,Male,0,0,40,Center & South America,<=50K
40,Private,10,Divorced,Craft-repair,Male,0,0,40,Canada&USA,>50K
44,Private,13,Married,Tech-support,Male,0,0,40,Canada&USA,>50K
34,State-gov,13,Never-married,Prof-specialty,Female,0,0,48,Canada&USA,>50K
60,Private,10,Married,Adm-clerical,Female,0,0,40,Canada&USA,<=50K
48,Private,10,Married,Transport-moving,Male,2407,0,40,Canada&USA,<=50K
39,Private,7,Married,Other-service,Male,0,0,40,Center & South America,<=50K
24,Private,5,Never-married,Sales,Male,0,0,48,Canada&USA,<=50K
28,Private,9,Married,Craft-repair,Male,0,0,40,Canada&USA,>50K
33,Private,9,Married,Craft-repair,Male,0,1902,46,Canada&USA,>50K
28,Private,9,Never-married,Sales,Male,0,0,40,Canada&USA,<=50K
34,Private,12,Married,Prof-specialty,Female,0,0,45,Canada&USA,>50K
25,Private,7,Married,Craft-repair,Male,0,0,40,Canada&USA,<=50K
28,Private,8,Never-married,Craft-repair,Male,0,0,40,Canada&USA,<=50K
23,Private,11,Married,Craft-repair,Male,0,0,40,Canada&USA,<=50K
25,Local-gov,10,Never-married,Adm-clerical,Female,0,0,40,Canada&USA,<=50K
19,Private,9,Never-married,Sales,Male,0,0,15,Canada&USA,<=50K
48,Private,13,Never-married,Prof-specialty,Male,0,0,40,Canada&USA,<=50K
60,Private,14,Divorced,Sales,Male,0,0,50,Canada&USA,<=50K
26,Private,7,Never-married,Transport-moving,Male,0,0,40,Canada&USA,<=50K
38,Federal-gov,9,Divorced,Craft-repair,Male,0,0,40,Canada&USA,<=50K
53,Private,10,Separated,Other-service,Female,0,0,39,Canada&USA,<=50K
30,Private,9,Married,Craft-repair,Male,0,0,40,Canada&USA,<=50K
